,title,url,label
0,그 급락장에테슬라 비트코인 75 팔아 840억원 벌었다,http://www.edaily.co.kr/news/newspath.asp?newsid=01243126632398456,0
1,비트코인에 2230억 날린 테슬라,http://www.dt.co.kr/contents.html?article_no=2022072602109963066005&ref=naver,0
2,코인브리핑 비트코인 美FOMC 앞두고 하락세약세장 지속될까,http://www.fnnews.com/news/202207261018301162,-1
3,비트코인 3000만원 밑돌며 주춤이더리움은 속도,http://www.newsis.com/view/?id=NISX20220725_0001954407&cID=10401&pID=10400,-1
4,코인시황 비트코인 FOMC 경계감에 2800만원대 초반으로 하락,http://www.newsworks.co.kr/news/articleView.html?idxno=604281,-1
5,박스권에 갇힌 비트코인신뢰 잃어 vs 지표보면 바닥 코인 브리핑,http://www.fnnews.com/news/202207251809121501,-1
6,글로벌 비즈 테슬라 올 상반기 비트코인으로 2200억원 손실 처리,https://biz.sbs.co.kr/article_hub/20000073367?division=NAVER,0
7,비트코인 美 나스닥 하락에 휘청 이더리움리플 등도 약세,http://moneys.mt.co.kr/news/mwView.php?no=2022072607575396011,-1
8,코인뉴스 비트코인 금리인상이 문제공포 국면에 2800만 붕괴 초읽기,https://www.dailian.co.kr/news/view/1136453/?sc=Naver,-1
9,FOMC 앞두고 비트코인 2만2000달러 붕괴상보,https://www.news1.kr/articles/?4752613,-1
10,비트코인도 자산화FOMC 결정 보며 횡보 중 코인 브리핑,http://www.fnnews.com/news/202207251152379291,0
11,비트코인이 환경 파괴의 주범오히려 그 반대다 한경 코알라,https://www.hankyung.com/economy/article/202207257825i,0
12,FOMC 앞두고 비트코인 2만2000달러 붕괴상보,https://www.news1.kr/articles/?4752613,-1
13,가상화폐 시황 FOMC 앞둔 비트코인이더리움 급락도지코인 5↓,http://daily.hankooki.com/news/articleView.html?idxno=852171,-1
14,D데이는 28일비트코인 지금 중요하다,http://www.econovill.com/news/articleView.html?idxno=583336,0
15,약세로 돌아선 비트코인전망 엇갈려,http://www.econovill.com/news/articleView.html?idxno=583329,-1
16,하방 압박 비트코인저가 매수 타이밍은,http://www.econovill.com/news/articleView.html?idxno=583315,0
17,못 참겠다머스크도 팔아버린 비트코인,https://news.kbs.co.kr/news/view.do?ncd=5515475&ref=A,0
18,테슬라 비트코인 보유분 75 팔았다,http://www.newsis.com/view/?id=NISX20220721_0001950544&cID=10101&pID=10100,0
19,비트코인 자이언트 스텝 임박에 소폭 하락세 2만2700달러 하회,http://moneys.mt.co.kr/news/mwView.php?no=2022072508024188725,-1
20,100배 수익 개미들 도박처럼 코인선물 베팅,https://www.donga.com/news/article/all/20220725/114649412/1,0
21,코인뉴스 비트코인 오르면 빠진다금리인상 앞두고 2800만원대,https://www.dailian.co.kr/news/view/1136104/?sc=Naver,0
22,비트코인 지금가격 오름세에도 거래량 줄어투심은 극단 공포에서 공포,https://view.asiae.co.kr/article/2022072509595422088,0
23,비트코인 2800만 원대로 밀려 미국 금리 인상 앞두고 가상화폐 약세,https://www.businesspost.co.kr/BP?command=article_view&num=287946,-1
24,아주경제 코이너스 브리핑 비트코인 2900만원대 보합권,https://www.ajunews.com/view/20220726061305281,0
25,美 슈퍼위크 시작됐다반등하는 비트코인,http://www.edaily.co.kr/news/newspath.asp?newsid=01269366632398128,1
26,안 판다더니머스크 비트코인 75 매각에 시장 출렁,http://www.newsis.com/view/?id=NISX20220721_0001950803&cID=10101&pID=10100,-1
27,암호화폐 다시 1조달러로 추락하나거품 붕괴 현재진행형 코인스캐너,https://www.hankyung.com/economy/article/202207262117i,-1
28,코인시장 악재에두나무 주가도 우하향,http://www.newsis.com/view/?id=NISX20220725_0001955391&cID=10401&pID=10400,0
29,비트코인 2800만 원대 유지 미국 금리인상에 약세지만 낙관적 전망도,https://www.businesspost.co.kr/BP?command=article_view&num=288023,-1
30,美 증권감독 당국 알트코인은 증권 vs 코인베이스 동의 못해,https://biz.chosun.com/international/international_economy/2022/07/25/OE4CIYAEJZDSLD6W5S4BKCZDZU/?utm_source=naver&utm_medium=original&utm_campaign=biz,0
31,비트코인 여기서 밀리면 끝,http://www.econovill.com/news/articleView.html?idxno=583204,0
32,비트코인 2850만원대 하락이더리움 193만원대,http://www.cstimes.com/news/articleView.html?idxno=506355,-1
33,2만1000달러 비트코인폭풍전야,http://www.econovill.com/news/articleView.html?idxno=583166,0
34,비트코인 21000달러선 위태BTC 14000달러 하락 전망도,http://coinreaders.com/40345,-1
35,0726 가상자산 비트코인 美 나스닥 동조화에 동반 하락,http://www.shinailbo.co.kr/news/articleView.html?idxno=1579683,-1
36,머스크 비트코인 보유분 75 1조원어치 팔았다,https://www.donga.com/news/article/all/20220721/114560855/1,0
