,title,url,label
0,비탈릭 이더리움 머지 ETH 가격에 반영되려면 68개월 걸릴 것,http://coinreaders.com/40655,0
1,가상화폐 시세 이더리움 상승세 계속 앞으로 전망은,https://www.gukjenews.com/news/articleView.html?idxno=2518010,1
2,순조로운 이더리움 어디까지 가나,http://www.econovill.com/news/articleView.html?idxno=583535,0
3,28일 9시 비트코인 3020원선 633↑이더리움 215만원 1123↑,http://www.breaknews.com/912235,1
4,이더리움 클래식 급등 상승세 타나,http://www.ggilbo.com/news/articleView.html?idxno=925322,1
5,마이클 세일러 비트코인은 암호화폐이더리움 유가증권,http://www.thekpm.com/news/articleView.html?idxno=130207,0
6,이더리움 시장 점유율 한 달간 4 상승 이유는,https://www.khgames.co.kr/news/articleView.html?idxno=202714,1
7,코인 시황 비트코인 2만2000달러 돌파이더리움도 15↑,http://www.newspim.com/news/view/20220728000018,1
8,비트코인 3000만원대 회복리플이더리움 알트코인 강세,http://www.sporbiz.co.kr/news/articleView.html?idxno=626884,1
9,가상화폐 시황 FOMC 소화 비트코인이더리움 일제히 상승솔라나 10↑,http://daily.hankooki.com/news/articleView.html?idxno=853261,1
10,28일 기준지난 24시간 거래량 순위 테더비트코인리플이더리움 順,http://coinreaders.com/40613,0
11,가상화폐 시황 FOMC 소화 비트코인이더리움 일제히 상승솔라나 10↑,http://daily.hankooki.com/news/articleView.html?idxno=853261,1
12,비트코인 맥시멀리스트 마이클 세일러 이더리움 기술 경고,http://www.g-enews.com/ko-kr/news/article/news_all/202207281302512630c4c55f9b3d_1/article.html,-1
13,비트코인 FOMC 리스크 해소에 상승장이더리움클래식 열흘만에 두배,https://www.asiatime.co.kr/article/20220728500402,1
14,비트코인 3025만원대 상승이더리움 251만원대,http://www.cstimes.com/news/articleView.html?idxno=506703,1
15,비트코인 2800만원 이더리움 198만원폭풍전야,http://www.econovill.com/news/articleView.html?idxno=583556,0
16,Bit코인 비트코인이더리움 급등CME 선물 프리미엄 상승에 기관들 낙관,https://www.etoday.co.kr/news/view/2158204,1
17,오전 암호화폐 시세 비트코인 2900만원대이더리움 210만원대다른 코인 ,https://www.ekn.kr/web/view.php?key=20220728010004902,0
18,코인시황 비트코인 저가매수세에 소폭 상승이더리움 190만원대로↑,http://www.newsworks.co.kr/news/articleView.html?idxno=604434,1
19,코인시황 비트코인 8 급등 2만2813달러 이더리움 15 폭등‧리플 7 상승,http://www.g-enews.com/ko-kr/news/article/news_all/202207280746492910c4c55f9b3d_1/article.html,1
20,나스닥 급반등 비트코인 다시 3000만원대 저울질이더리움클래식폴리곤 초,https://www.socialvalue.kr/news/view/1065552396897914,1
21,시세브리핑 자이언트스텝에 환호한 암호화폐비트코인 8 이더리움 15,https://www.tokenpost.kr/article-100773,1
22,이더리움클래식ETC 14 급등 불트랩2021년 5월과 유사 50 하락 주의,http://coinreaders.com/40522,-1
23,선물 상승 둔화 비트코인이더리움이더리움클래식 반등 도모FOMC 이후 단,https://idsn.co.kr/news/view/1065614002015549,1
24,7월27일 뉴스리딩 오늘은 이더리움클래식의 갑작스런 급등 현상에 대해 알아,http://coinreaders.com/40527,1
25,긴축 속도조절론에 환호비트코인이더리움솔라나 급등 후 속도 조절 GDP ,https://idsn.co.kr/news/view/1065575724020333,1
26,나스닥 4 급등하자 비트코인 이더리움 날았다,https://www.foodneconomy.com/news/articleView.html?idxno=338688,1
27,Fed 수장 금리 속도조절 발언에 비트코인 8 급등코인러 들썩 코인스캐너,https://www.hankyung.com/economy/article/202207288947i,1
28,이걸로 대출 8천만원 갚을 듯 순식간에 폭등 갑자기 왜이래,http://news.heraldcorp.com/view.php?ud=20220728000723,0
29,코인 공포탐욕지수 중립 312p↓ 거래액 45조원 비트코인 시세 14만원,http://www.topstarnews.net/news/articleView.html?idxno=14712226,-1
30,외신 美 하원 추진 스테이블코인 규제법 최고 감독기관으로 FRB 지목 등,http://news.mk.co.kr/newsRead.php?no=664596&year=2022,1
31,나오리스1150만달러 투자 유치탈중앙화 보안증명 합의 메커니즘 개발,http://www.digitaltoday.co.kr/news/articleView.html?idxno=455463,1
32,단독 SK텔레콤 NFT 마켓플레이스 TopPort’ 열렸다,http://www.fnnews.com/news/202207281520478951,0
33,가상화폐 풍향계 비트코인 3000만원대 상승,http://www.goodkyung.com/news/articleView.html?idxno=183224,1
34,토큰포스트 오후 브리핑 이복현 금감원장 7조 해외송금에 의혹 철저히 밝,https://www.tokenpost.kr/article-100810,0
35,미 北 해킹정보 포상금 배로 인상최대 1천만 달러 지급,https://www.yna.co.kr/view/AKR20220728044900504?input=1195m,0
36,코인 이용한 수조원 차익거래루나 가능성은,http://www.newsis.com/view/?id=NISX20220727_0001958703&cID=10401&pID=10400,0
37,코인시황 가상자산 일제히 반등 비트코인 10 이상 급등,http://www.coindeskkorea.com/news/articleView.html?idxno=80578,1
38,다음엔 금리인상 늦출 수 있다 파월 발언에 비트코인 10 급등,http://www.edaily.co.kr/news/newspath.asp?newsid=01246406632399112,1
39,보스아고라 비즈넷 전용 보아스왑BOASwap 출시,http://news.mt.co.kr/mtview.php?no=2022072813221361621,1
40,美 FOMC 앞두고 비트코인도 주춤경기 둔화 우려,https://biz.chosun.com/stock/market_trend/2022/07/27/UMQXH4N6FVGV3OBTMM46ZBOOHU/?utm_source=naver&utm_medium=original&utm_campaign=biz,-1
41,나스닥 4 급등 비트코인 9 폭등FOMC 결과 안도 랠리,https://www.yeongnam.com/web/view.php?key=20220728001050418,1
42,미 국무부 北 해킹정보 포상금 배로 인상최대 1000만 달러 지급,http://www.dt.co.kr/contents.html?article_no=2022072802109919607003&ref=naver,0
43,마켓뷰 코스피 FOMC 안도감에 상승LG엔솔LG화학 5대 강세,https://biz.chosun.com/stock/market_trend/2022/07/28/26H3MEHOMNC3BASQS6TKMH55IA/?utm_source=naver&utm_medium=original&utm_campaign=biz,1
44,Dday 비트코인 타이밍은,http://www.econovill.com/news/articleView.html?idxno=583523,0
45,게임가 엿보기 웹젠 중국 개발사 크리문스와 신작 퍼블리싱 계약 체결,http://www.greened.kr/news/articleView.html?idxno=296921,1
46,오늘의 코인 연준의 금리 인상과 파월 의장 발언에 급등하는 시장,http://www.sportsseoul.com/news/read/1146288?ref=naver,1
47,온버프 x 더 샌드박스 합작 온버프랜드에 킹오파 메타버스 공간 마련,https://www.thisisgame.com/webzine/game/nboard/225/?n=154431,0
48,비트코인 3천만 원대 유지 금리 인상 속도 늦춰질 전망에 상승세,https://www.businesspost.co.kr/BP?command=article_view&num=288323,1
49,코인뉴스 자이언트 스텝에 굴하지 않은 비트코인일시적 반등 가능성,https://www.dailian.co.kr/news/view/1137446/?sc=Naver,1
50,속보 연준 FOMC 끝내 자이언트스텝 금리인상 뉴욕증시 비트코인 폭발,http://www.g-enews.com/ko-kr/news/article/news_all/2022072613220494854a01bf698f_1/article.html,0
51,비트코인 시세 3천만 원대로 올라 파월 미국경제 낙관적 전망 영향,https://www.businesspost.co.kr/BP?command=article_view&num=288210,1
52,그라비티 더 샌드박스와 라그나로크 IP 활용 메타버스 구축 파트너십 체결,http://www.nspna.com/news/?mode=view&newsid=584530,1
53,그라비티 더 샌드박스와 메타버스 구축 파트너십 체결,http://www.tgdaily.co.kr/news/articleView.html?idxno=318377,1
54,코인베이스에 다가오는 암호화폐 혹한기,http://www.fortunekorea.co.kr/news/articleView.html?idxno=23029,0
55,웹30 퍼블리싱 플랫폼 미러 암호화폐 지갑 기반 구독 기능 출시,http://www.digitaltoday.co.kr/news/articleView.html?idxno=455444,1
56,탈중앙화 NFT 지갑 톡큰’ 아티스트 홍순명 작가 작품 NFT 발행 판매 수익,http://www.lawissue.co.kr/view.php?ud=202207281016149495204ead0791_12,1
57,살짝살짝 오르는 비트코인왜,http://www.econovill.com/news/articleView.html?idxno=583510,0
58,운명의 시간 비트코인올라간다,http://www.econovill.com/news/articleView.html?idxno=583555,1
59,0754 가상자산 美 075p 금리 인상나스닥 동반 상승세,http://www.shinailbo.co.kr/news/articleView.html?idxno=1580811,1
60,윈디플랜 월드로또 사업 참여,http://www.psnews.co.kr/news/articleView.html?idxno=2011988,0
61,IT라운지 KT 혁신 성과 공유밀리의 서재 7월 차트SKB 친환경 캠페,http://www.newsworks.co.kr/news/articleView.html?idxno=604455,0
62,점심 브리핑 솔라나 오프라인 매장 솔라나 스페이스’ 오픈,https://decenter.kr/NewsView/268P5AXOC6,1
63,금리인상폭을 낮출 수도 있다 한마디에 비트코인 최대 7 급등,http://www.newstomato.com/ReadNews.aspx?no=1137668&inflow=N,1
64,온버프 메타버스 게이밍 플랫폼 더 샌드박스에 온버프랜드 설립 KOF ,http://gamefocus.co.kr/detail.php?number=132017,0
65,NFT마돈나 BAYC 3756 사고 싶지만 너무 비싸,http://coinreaders.com/40603,0
66,비트코인 파월 입장 선회로 3900만원까지 상승 전망,http://www.joseilbo.com/news/news_read.php?uid=461952&class=78&grp=,1
67,위기의 클레이튼블록체인 프로젝트 줄청산,http://www.pinpointnews.co.kr/news/articleView.html?idxno=132844,-1
68,FOMC 초읽기비트코인 알파벳과 구글 덕분 웃었다,http://www.econovill.com/news/articleView.html?idxno=583550,1
69,더벨메타콩즈 결국 이두희 품으로내부갈등 봉합 집중,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202207261445224520102032,0
