,title,url,label
0,FOMC 끝나자 안도랠리비트코인 3000만원 재돌파,http://www.newsis.com/view/?id=NISX20220728_0001959106&cID=10401&pID=10400,1
1,나스닥 4 급등에 비트코인도 동반 상승 2만2000달러 돌파,http://moneys.mt.co.kr/news/mwView.php?no=2022072808002054690,1
2,파월 땡큐 나스닥 4대 급등비트코인도 9 폭등하며 2만2000달러 재돌파,https://www.mk.co.kr/economy/view/2022/665195,1
3,해외로 송금한 수상한 뭉칫돈 비트코인 차익 빼돌렸나,https://imnews.imbc.com/replay/2022/nwdesk/article/6392742_35744.html,0
4,美 FOMC 앞두고 비트코인도 주춤경기 둔화 우려,https://biz.chosun.com/stock/market_trend/2022/07/27/UMQXH4N6FVGV3OBTMM46ZBOOHU/?utm_source=naver&utm_medium=original&utm_campaign=biz,-1
5,연준 호재 비트코인 10 폭등해 2만3000달러도 돌파상보,https://www.news1.kr/articles/4756513,1
6,비트코인 중요 저항선 돌파로 단기 추세전환 성공,http://www.joseilbo.com/news/news_read.php?uid=461944&class=78&grp=,1
7,비트코인 지금예상했던 자이언트스텝에 안도랠리2만2000달러대 돌파,https://view.asiae.co.kr/article/2022072811172330419,1
8,비트코인 3000만 원 초반대 거래파월 금리 인상 속도 늦출 수도,https://biz.sbs.co.kr/article_hub/20000073844?division=NAVER,0
9,2030 홀리는 코인 투자 인터넷방송 투기세력 결탁 의심까지,http://www.mediatoday.co.kr/news/articleView.html?idxno=305144,-1
10,FOMC 지나갔다비트코인 타이밍은,http://www.econovill.com/news/articleView.html?idxno=583720,0
11,비트코인 중요 저항선 돌파로 단기 추세전환 성공,http://www.joseilbo.com/news/news_read.php?uid=461944&class=78&grp=,1
12,다음엔 금리인상 늦출 수 있다 파월 발언에 비트코인 10 급등,http://www.edaily.co.kr/news/newspath.asp?newsid=01246406632399112,1
13,코인뉴스 자이언트 스텝에 굴하지 않은 비트코인일시적 반등 가능성,https://www.dailian.co.kr/news/view/1137446/?sc=Naver,1
14,FOMC 전쟁전야 비트코인타이밍 오나,http://www.econovill.com/news/articleView.html?idxno=583541,0
15,미국 기준금리 인상에도 비트코인 상승 회복세 지속 가능성은 부정적’,https://www.businesspost.co.kr/BP?command=article_view&num=288267,1
16,또 자이언트스텝 나스닥부터 비트코인까지 환호과한 낙관 비판도,https://www.ajunews.com/view/20220728151339844,1
17,비트코인 지금예상했던 자이언트스텝에 안도랠리2만2000달러대 돌파,https://view.asiae.co.kr/article/2022072811172330419,1
18,비트코인 3000만 원 초반대 거래파월 금리 인상 속도 늦출 수도,https://biz.sbs.co.kr/article_hub/20000073844?division=NAVER,0
19,2030 홀리는 코인 투자 인터넷방송 투기세력 결탁 의심까지,http://www.mediatoday.co.kr/news/articleView.html?idxno=305144,-1
20,비트코인 시세 3천만 원대로 올라 파월 미국경제 낙관적 전망 영향,https://www.businesspost.co.kr/BP?command=article_view&num=288210,1
21,美 자이언트 스텝에도코스피 오르고 비트코인 날았다,http://www.fnnews.com/news/202207281556568473,1
22,가상화폐 시황 FOMC 소화 비트코인이더리움 일제히 상승솔라나 10↑,http://daily.hankooki.com/news/articleView.html?idxno=853261,1
23,비트코인 맥시멀리스트 마이클 세일러 이더리움 기술 경고,http://www.g-enews.com/ko-kr/news/article/news_all/202207281302512630c4c55f9b3d_1/article.html,-1
24,운명의 시간 비트코인올라간다,http://www.econovill.com/news/articleView.html?idxno=583555,1
25,살짝살짝 오르는 비트코인왜,http://www.econovill.com/news/articleView.html?idxno=583510,0
26,비트코인 3025만원대 상승이더리움 251만원대,http://www.cstimes.com/news/articleView.html?idxno=506703,1
27,코툰젊은 투자자들 金 대신 비트코인 투자 선호,http://coinreaders.com/40658,0
28,Bit코인 비트코인이더리움 급등CME 선물 프리미엄 상승에 기관들 낙관,https://www.etoday.co.kr/news/view/2158204,1
29,금리인상폭을 낮출 수도 있다 한마디에 비트코인 최대 7 급등,http://www.newstomato.com/ReadNews.aspx?no=1137668&inflow=N,1
30,비트코인 2800만원 이더리움 198만원폭풍전야,http://www.econovill.com/news/articleView.html?idxno=583556,0
31,속보 연준 FOMC 끝내 자이언트스텝 금리인상 뉴욕증시 비트코인 폭발,http://www.g-enews.com/ko-kr/news/article/news_all/2022072613220494854a01bf698f_1/article.html,0
32,FOMC 초읽기비트코인 알파벳과 구글 덕분 웃었다,http://www.econovill.com/news/articleView.html?idxno=583550,1
33,오전 암호화폐 시세 비트코인 2900만원대이더리움 210만원대다른 코인 ,https://www.ekn.kr/web/view.php?key=20220728010004902,0
34,FOMC 이모저모 비트코인은 왜 금리 인상에 환호했을까,https://www.tokenpost.kr/article-100801,1
