,title,url,label
0,비트코인 2만달러 회복 후 다시 하락 19만달러 붕괴,http://moneys.mt.co.kr/news/mwView.php?no=2022092807301196789,neg
1,잠시 오르던 비트코인 다시 2700만원대 횡보세,http://www.newsis.com/view/?id=NISX20220928_0002029315&cID=15001&pID=15000,neut
2,비트코인 지금파월 입에 롤러코스터하룻새 1000달러 오르락내리락,https://view.asiae.co.kr/article/2022092807452946802,neut
3,메타비트 다음달 7일까지 IDO 진행,http://www.fnnews.com/news/202209281002383447,neut
4,비트코인 10일 만에 2만달러 회복뉴욕증시 혼조세 모닝브리핑,https://www.hankyung.com/economy/article/2022092805527,pos
5,파월 발언에 된서리 맞은 코인값스테이블코인 포함 가상화폐에 감독규제,https://www.mk.co.kr/economy/view/2022/857862,neut
6,코인뉴스 비트코인 다시 내려가 2700만원 횡보세,https://www.dailian.co.kr/news/view/1157368/?sc=Naver,neut
7,하루 만에 6 오간 비트코인규제금리인상에 변동성 커진다코인스캐너,https://www.hankyung.com/economy/article/202209280723i,neut
8,숨지 않는다던 권도형 비트코인 950억 빼돌리려 했나,https://www.sedaily.com/NewsView/26B8YYFB28,neg
9,SP500 6일 연속 하락 비트코인 다시 1만9000달러 붕괴,https://www.news1.kr/articles/4815753,neg
10,비트코인 지금 바닥일까,https://www.econovill.com/news/articleView.html?idxno=590957,neg
11,가상화폐 시세 비트코인 하루 만에 6 급등락 가격은 1만9000달러대,http://www.joseilbo.com/news/news_read.php?uid=467203&class=18&grp=,pos
12,최대 코인펀드 그레이스케일의 추락 비트코인에도 악재,http://www.edaily.co.kr/news/newspath.asp?newsid=02620726632464712,neg
13,롤러코스터 탄 비트코인 2만달러 찍고 다시 6 하락,http://www.edaily.co.kr/news/newspath.asp?newsid=01275926632464712,neg
14,줄어드는 비트코인 유통속도침체 증상,https://view.asiae.co.kr/article/2022092808351110228,neut
15,파월 발언에 된서리 맞은 코인값스테이블코인 포함 가상화폐에 감독규제,https://www.mk.co.kr/economy/view/2022/857862,neut
16,1만8000달러 비트코인여전히 루나에 갇혔다,https://www.econovill.com/news/articleView.html?idxno=590953,neg
17,통화가치 하락 대비 주목받는 비트코인잠시 2만달러 회복 한경 코알라,https://www.hankyung.com/economy/article/202209280685i,pos
18,비트코인 2900만 원선 회복 후 하락2700만 원 후반대,https://biz.sbs.co.kr/article_hub/20000082275?division=NAVER,neut
19,메타비트 다음달 7일까지 IDO 진행,http://www.fnnews.com/news/202209281002383447,neut
20,비트코인 2700만원 이더리움 187만원상황은,https://www.econovill.com/news/articleView.html?idxno=590956,neut
21,돈나무언니 캐시우드 테슬라비트코인 강세보일 것,https://biz.sbs.co.kr/article_hub/20000082229?division=NAVER,pos
22,비트코인 2710만원대 하락이더리움 185만원대,https://www.cstimes.com/news/articleView.html?idxno=513974,neg
23,코인 시황 비트코인1만9000달러서 힘겨루기美증시 부담,http://www.newspim.com/news/view/20220928000025,neut
24,아주경제 코이너스 브리핑 비트코인 가격 다시 1만9000달러 아래로,https://www.ajunews.com/view/20220928072729621,neut
25,경이로운 소문 비트코인 전도사 세일러 비트코인 지금이 바닥 우린 더,https://news.mtn.co.kr/news-detail/2022092814384176267,neg
26,0746 가상자산 비트코인 美 연준 위원 긴축 지지에 하락세,http://www.shinailbo.co.kr/news/articleView.html?idxno=1604067,neg
27,비트코인 마이닝 세계 온실가스 배출량의 01 차지,http://www.thedailypost.kr/news/articleView.html?idxno=89350,neut
28,채굴 폰지 비트코인 하락장 다날,http://www.coindeskkorea.com/news/articleView.html?idxno=81534,neg
29,비트코인 채굴 화석연료 의존 여전 석탄 줄고 천연가스 늘고,https://www.asiatime.co.kr/article/20220928500085,neut
30,LFG 월렛 생성비트코인 이체 의혹 그 진실은반박 트윗 의미 없다,http://coinreaders.com/46964,neut
31,비트코인 하락장이 끝나가고 있다,http://www.coindeskkorea.com/news/articleView.html?idxno=81519,neg
32,비트코인 2030년 340만 달러 전망 가능성 대두,https://www.tokenpost.kr/article-106785,neut
