,title,url,label
0,코인원 이더리움 머지 직원 세미나 진행,https://zdnet.co.kr/view/?no=20220919085806,0
1,비트코인 2700만원대이더리움도 약세 지속,http://www.newsis.com/view/?id=NISX20220919_0002017329&cID=15001&pID=15000,-1
2,이더리움 급락 머지’가 끝 아니다서지버지퍼지스플러지 남아,https://economist.co.kr/2022/09/19/finance/Financial/20220919172148748.html,-1
3,비트코인 지금FOMC 앞두고 횡보 이더리움 7 급락,https://view.asiae.co.kr/article/2022091910453779424,-1
4,이더리움 두달만에 1300달러 붕괴12시간새 코인 시총 74兆 증발,http://www.edaily.co.kr/news/newspath.asp?newsid=02532166632461760,-1
5,8 가까이 폭락한 시총 2위 이더리움,https://www.news1.kr/photos/view/?5583776,-1
6,주간 가상화폐 이더리움 머지’ 업그레이드 완료 지분증명 전환으로 ,http://www.joseilbo.com/news/news_read.php?uid=466320&class=18&grp=,0
7,가상화폐 시황 이더리움 9 대폭락비트코인도 35↓,https://daily.hankooki.com/news/articleView.html?idxno=872258,-1
8,더머지 성공 직후 NTF 거래량 급증이더리움 블록체인 확장성경제성 기대,http://news.heraldcorp.com/view.php?ud=20220919000288,1
9,블록체인핫이슈 테라루나 사태 검찰 손으로이더리움 머지 완료,http://www.digitaltoday.co.kr/news/articleView.html?idxno=461611,-1
10,비트코인 1만9000달러 밑으로이더리움도 하루 만에 10 뚝,http://www.digitaltoday.co.kr/news/articleView.html?idxno=461685,0
11,더머지 성공 직후 NTF 거래량 급증이더리움 블록체인 확장성경제성 기대,http://news.heraldcorp.com/view.php?ud=20220919000288,1
12,블록체인핫이슈 테라루나 사태 검찰 손으로이더리움 머지 완료,http://www.digitaltoday.co.kr/news/articleView.html?idxno=461611,-1
13,비트코인 2600만 원대로 밀려 이더리움 병합 영향력 쉽게 안 나타나,https://www.businesspost.co.kr/BP?command=article_view&num=293022,0
14,이더리움 펀드 4주 연속 순유출ETH 1000달러 무너질 수도,http://coinreaders.com/45840,0
15,이더리움 머지’ 뒤 시세 하락 가상화폐 규제 불안에 기관투자자 망설여,https://www.businesspost.co.kr/BP?command=article_view&num=292988,-1
16,크립토 브리핑 머지에도 폭락한 이더리움 200만원 붕괴FOMC 앞두고 가,https://www.techm.kr/news/articleView.html?idxno=101560,-1
17,치솟은 해시레이트에 이더리움클래식 주목PoW 잔류 변수,http://news.einfomax.co.kr/news/articleView.html?idxno=4233864,1
