,title,url,label
0,이더리움의 시간 올까,https://www.econovill.com/news/articleView.html?idxno=590959,neu
1,이더리움 가격 약세 원인 셋ETH 추가 조정 가능성,http://coinreaders.com/46978,neg
2,파월 발언에 비트코인 하루만에 뚝리플이더리움도 610 급락,https://www.asiatime.co.kr/article/20220928500350,neg
3,가상화폐 시세 비트코인 소폭 상승 이더리움 하락세,https://www.gukjenews.com/news/articleView.html?idxno=2561016,neu
4,가상화폐 시세 비트코인 2700만원선 위태비트코인 85원선 이더리움 180만,http://www.econonews.co.kr/news/articleView.html?idxno=261343,neu
5,이더리움과는 반대로 운동하면 코인 주는 스테픈 채굴코인 띄운다,https://www.techm.kr/news/articleView.html?idxno=101903,neu
6,비트코인 2710만원대 하락이더리움 185만원대,https://www.cstimes.com/news/articleView.html?idxno=513974,neg
7,비트코인 2700만원 이더리움 187만원상황은,https://www.econovill.com/news/articleView.html?idxno=590956,neu
8,오전 암호화폐 시세 비트코인 2800만원이더리움 190만원대다른 코인 대체,https://www.ekn.kr/web/view.php?key=20220928010004785,neu
9,비트코인 2700만원대서 허우적 리플 645원 이더리움 192만원 위믹스 278,http://www.pinpointnews.co.kr/news/articleView.html?idxno=145169,neu
10,비트코인 2700만원대서 허우적 리플 645원 이더리움 192만원 위믹스 278,http://www.pinpointnews.co.kr/news/articleView.html?idxno=145169,neu
11,암호화폐 금융사 해시키그룹 기관 전용 이더리움 스테이킹 서비스 출시,https://www.tokenpost.kr/article-106782,pos
12,세계 3대 옥션 하우스 크리스티 이더리움 기반 경매 플랫폼 출시,https://www.tokenpost.kr/article-106890,pos
13,가상화폐 시세 비트코인 2700만원선 위태비트코인 85원선 이더리움 180만,http://www.econonews.co.kr/news/articleView.html?idxno=261343,neu
14,상반기 코인시장 점검②리또속 조롱에도한국인의 유별난 리플 사랑,https://www.news1.kr/articles/4813944,neg
15,코인시황 비트코인 하락 1만9058달러 리플 급락‧이더리움↑1328달러,http://www.g-enews.com/ko-kr/news/article/news_all/202209280746352162c4c55f9b3d_1/article.html,neg
16,이슈인사이트 규제 강화 직면한 가상자산의 미래,https://www.ekn.kr/web/view.php?key=20220928010004729,neu
17,뉴욕 증시 장 초반 혼조세다우 028↑나스닥 011↓,https://biz.chosun.com/international/international_economy/2022/09/28/VQZTJWVNHNAYTF44MKOH674OGA/?utm_source=naver&utm_medium=original&utm_campaign=biz,pos
18,토큰포스트 브리핑 캘리포니아 규제당국 11개 암호화폐 기업에 주 증권법 ,https://www.tokenpost.kr/article-106864,neu
19,애플 NFT 파는 대신 수수료 30 내라업계 술렁,http://www.newsis.com/view/?id=NISX20220928_0002030334&cID=10406&pID=13100,neg
20,다날엔터 NFT 사업 활성화 에그버스에 전략적 투자,http://www.newsis.com/view/?id=NISX20220928_0002029433&cID=10403&pID=15000,neu
21,파월 발언에 된서리 맞은 코인값스테이블코인 포함 가상화폐에 감독규제,https://www.mk.co.kr/economy/view/2022/857862,neu
22,잠시 오르던 비트코인 다시 2700만원대 횡보세,http://www.newsis.com/view/?id=NISX20220928_0002029315&cID=15001&pID=15000,neu
23,투자혹한기에 시드투자로 129억 유치한 에이포엑스 비결은 ,http://news.mt.co.kr/mtview.php?no=2022092814342483921,pos
24,코인뉴스 비트코인 다시 내려가 2700만원 횡보세,https://www.dailian.co.kr/news/view/1157368/?sc=Naver,neu
25,위믹스 2700원 질주 전일 대비 7 상승리스크도 있다,https://www.econovill.com/news/articleView.html?idxno=590955,neu
26,멀미 나는 비트코인 롤러코스터’ 하루 7 급락,https://news.kmib.co.kr/article/view.asp?arcid=0017518027&code=61141311&cp=nv,neg
27,코인뉴스 비트코인 다시 하락2700만원대로 떨어져,https://www.dailian.co.kr/news/view/1156965/?sc=Naver,neg
28,오늘의 코인 파월 의장 입에 하락하는 시장,http://www.sportsseoul.com/news/read/1163706?ref=naver,neg
29,롤러코스터 탄 비트코인 2만달러 찍고 다시 6 하락,http://www.edaily.co.kr/news/newspath.asp?newsid=01275926632464712,neg
30,가상화폐 시세 비트코인 하루 만에 6 급등락 가격은 1만9000달러대,http://www.joseilbo.com/news/news_read.php?uid=467203&class=18&grp=,pos
31,비트코인 지금 바닥일까,https://www.econovill.com/news/articleView.html?idxno=590957,neg
32,가상화폐 시황 2만달러 웃돌던 비트코인 파월 발언에 1000달러↓,https://daily.hankooki.com/news/articleView.html?idxno=876122,neu
33,통화가치 하락 대비 주목받는 비트코인잠시 2만달러 회복 한경 코알라,https://www.hankyung.com/economy/article/202209280685i,pos
34,메타콩즈의 몰락 메타콩즈 날개없는 추락 원인은,https://www.paxnetnews.com/articles/92463,neu
35,1만8000달러 비트코인여전히 루나에 갇혔다,https://www.econovill.com/news/articleView.html?idxno=590953,neg
36,뉴스외전 경제 쏙 코스피 2000선도 위태로울 수 있다는 비관적 전망 우,https://imnews.imbc.com/replay/2022/nw1400/article/6412087_35722.html,neu
37,韓 블록체인 혁신 시험대세계 최초 트레블 룰 도입 주목미래산업 플,http://news.heraldcorp.com/view.php?ud=20220928000362,pos
38,하피 450만달러 시드 투자 유치온체인 방화벽으로 암호화폐 도난 방지,http://www.digitaltoday.co.kr/news/articleView.html?idxno=462224,pos
39,코인 시황 비트코인1만9000달러서 힘겨루기美증시 부담,http://www.newspim.com/news/view/20220928000025,neu
40,시사금융용어 하위 테스트,http://news.einfomax.co.kr/news/articleView.html?idxno=4235236,neu
41,0746 가상자산 비트코인 美 연준 위원 긴축 지지에 하락세,http://www.shinailbo.co.kr/news/articleView.html?idxno=1604067,neg
42,FTX 셀시우스 자산 매입 카드 만지작자금 10억달러 조달 중,https://www.tokenpost.kr/article-106938,neu
43,점심 브리핑美 캘리포니아 암호화폐 기업에 운영 중단 명령,https://decenter.kr/NewsView/26B8ZWBR9V,neg
44,디센터 인터뷰 팬 토큰 발행 칠리즈 카타르 월드컵으로 성장 기대,https://decenter.kr/NewsView/26B918J71T,pos
45,윈터뮤트 해킹 범인은 누구내부자 소행 주장은 설득력 떨어져,http://coinreaders.com/46917,neu
46,비트코인 가격 돌연 장중 급락 속비덴트  다날 주가도 장중 출렁,http://www.choicenews.co.kr/news/articleView.html?idxno=105624,neg
47,미국 달러 패권 유지 위해 디지털자산 산업 육성할 것,http://www.newsquest.co.kr/news/articleView.html?idxno=101038,neu
48,최초 할리우드 코인 Advent Coin 30일 출시,https://news.koreadaily.com/2022/09/27/economy/lifeeconomy/20220927153618395.html,pos
49,토큰 환전 논란 셀시우스 CEO 사임채권자에게 최선의 결과 있게 할 것,https://www.tokenpost.kr/article-106878,neg
50,크립토 브리핑 가스 누출 사고에 흔들리는 주요 가상자산상승분 모두 반,https://www.techm.kr/news/articleView.html?idxno=101884,pos
51,토큰포스트 오후 브리핑 블룸버그 FTX 셀시우스 자산 매입 고려 중 外,https://www.tokenpost.kr/article-106896,neu
52,판테라 CEO 디파이웹3 미래 낙관,https://www.tokenpost.kr/article-106921,pos
53,폴리곤 케냐서 아프리카 최초 웹 30 부트캠프 개최,https://www.codingworldnews.com/news/articleView.html?idxno=12645,neu
54,오후 시세브리핑 강달러에 안전 자산 없다비트코인 1만9110달러,https://www.tokenpost.kr/article-106903,neu
55,시세브리핑 제롬 파월 발언에 꺽인 상승세비트코인 다시 1만9000달러선,https://www.tokenpost.kr/article-106867,pos
56,비트코인 모든 자산 추락 속에 나 홀로’ 상승바닥 찍었나,https://www.etoday.co.kr/news/view/2176849,neu
57,영란은행 채권 구매로 비트코인 1만8500달러로 하락,http://www.g-enews.com/ko-kr/news/article/news_all/202209282357468080c4c55f9b3d_1/article.html,neg
58,Bit코인 유니스왑 업데이트 후 급등비트코인 5년 내 50만 달러2030,https://www.etoday.co.kr/news/view/2176621,pos
59,뉴욕증시 또 덜커덩 국채금리 마의 4 돌파 파운드 달러환율 비트코인 흔,http://www.g-enews.com/ko-kr/news/article/news_all/2022092804274919524a01bf698f_1/article.html,pos
60,토큰포스트 오후 브리핑 블룸버그 FTX 셀시우스 자산 매입 고려 중 外,https://www.tokenpost.kr/article-106896,neu
61,판테라 CEO 디파이웹3 미래 낙관,https://www.tokenpost.kr/article-106921,pos
62,폴리곤 케냐서 아프리카 최초 웹 30 부트캠프 개최,https://www.codingworldnews.com/news/articleView.html?idxno=12645,neu
63,오후 시세브리핑 강달러에 안전 자산 없다비트코인 1만9110달러,https://www.tokenpost.kr/article-106903,neu
64,시세브리핑 제롬 파월 발언에 꺽인 상승세비트코인 다시 1만9000달러선,https://www.tokenpost.kr/article-106867,pos
65,비트코인 6 급락 1만8790달러 SP 500과 동반 하락,http://www.g-enews.com/ko-kr/news/article/news_all/202209281453559685c4c55f9b3d_1/article.html,neg
66,비트코인 모든 자산 추락 속에 나 홀로’ 상승바닥 찍었나,https://www.etoday.co.kr/news/view/2176849,neu
67,영란은행 채권 구매로 비트코인 1만8500달러로 하락,http://www.g-enews.com/ko-kr/news/article/news_all/202209282357468080c4c55f9b3d_1/article.html,neg
68,Bit코인 유니스왑 업데이트 후 급등비트코인 5년 내 50만 달러2030,https://www.etoday.co.kr/news/view/2176621,pos
69,뉴욕증시 또 덜커덩 국채금리 마의 4 돌파 파운드 달러환율 비트코인 흔,http://www.g-enews.com/ko-kr/news/article/news_all/2022092804274919524a01bf698f_1/article.html,pos
