,title,url,label
0,1년반 만에 가장 뜨거운 이더리움코인 베어마켓랠리 주도,http://www.edaily.co.kr/news/newspath.asp?newsid=01285766632399440,0
1,비트코인 3천100만원대로 상승이더리움 225만원대,https://www.yna.co.kr/view/AKR20220729071000002?input=1195m,1
2,이더리움 1700달러 돌파병합 급증 매직,http://www.g-enews.com/ko-kr/news/article/news_all/202207291110211842c4c55f9b3d_1/article.html,1
3,비트코인이더리움 상승 행진암호화폐株 강세,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202207290057&t=NN,1
4,가상화폐 시황 비트코인 2만4000달러 눈앞이더리움 7↑,http://daily.hankooki.com/news/articleView.html?idxno=853826,1
5,이더리움 폭풍 랠리왜,http://www.econovill.com/news/articleView.html?idxno=583765,0
6,속보비트코인이더리움 등 가상화폐 전망 훈풍부나,https://www.gukjenews.com/news/articleView.html?idxno=2518845,0
7,이더리움 20 위한 테스트넷 업데이트 순항랠리 이어지나,http://news.einfomax.co.kr/news/articleView.html?idxno=4226500,1
8,29일 9시 비트코인 3124원선 342↑이더리움 225만원 488↑,http://www.breaknews.com/912586,1
9,美 마이애미시 연말 이더리움 기반 NFT 출시 예정타임지마스터카드 등 ,http://news.mk.co.kr/newsRead.php?no=668871&year=2022,1
10,이더리움 클래식 14상승 살아나는 코인시장,http://www.ggilbo.com/news/articleView.html?idxno=925600,1
11,코인시황 비트코인 5 급등 2만3955달러 이더리움 7 폭등 1746달러‧리플,http://www.g-enews.com/ko-kr/news/article/news_all/202207290750403720c4c55f9b3d_1/article.html,1
12,지난 한시간 트위터 언급 횟수 비트코인이더리움솔라나리플 順,http://coinreaders.com/40742,0
13,땡큐 파월 비트코인‧이더리움 급등,http://www.m-i.kr/news/articleView.html?idxno=938421,1
14,비탈릭 이더리움 머지 ETH 가격에 반영되려면 68개월 걸릴 것,http://coinreaders.com/40655,0
15,29일 기준지난 24시간 거래량 순위 테더비트코인이더리움리플 順,http://coinreaders.com/40759,0
16,이더리움 머지 기대감 어디까지ETH 옵션 미결제약정 역대 최대,https://www.codingworldnews.com/news/articleView.html?idxno=11436,0
17,이더리움 시장 점유율 한 달간 4 상승 이유는,https://www.khgames.co.kr/news/articleView.html?idxno=202714,1
