,title,url,label
0,5 가까이 폭락한 비트코인,https://www.news1.kr/photos/view/?5583774,-1
1,비트코인 지금FOMC 앞두고 횡보 이더리움 7 급락,https://view.asiae.co.kr/article/2022091910453779424,-1
2,암호화폐 시장 꽁꽁’비트코인 1만9000달러대 붕괴,https://www.mk.co.kr/economy/view/2022/826446,-1
3,비트코인 금리인상 앞두고 2020년말 수준 18500달러 아래로 하락,https://www.hankyung.com/economy/article/202209190918i,-1
4,이더리움 두달만에 1300달러 붕괴12시간새 코인 시총 74兆 증발,http://www.edaily.co.kr/news/newspath.asp?newsid=02532166632461760,-1
5,속보비트코인 시세 2600만까지 추락 연준 금리 인상 단행할까,https://www.gukjenews.com/news/articleView.html?idxno=2553507,0
6,미 FOMC 눈앞비트코인이더리움 가상화폐 57 급락,https://www.asiatime.co.kr/article/20220919500351,-1
7,비트코인이더리움 낙폭 확대 지금 사도 괜찮나,http://coinreaders.com/45847,0
8,비트코인 낙폭 늘려 8 폭락 1만8000달러도 붕괴하나상보,https://www.news1.kr/articles/4806899,-1
9,블룸버그 수석전략가 비트코인 3년 안에 10만 달러 돌파 가능,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202209190041&t=NN,1
10,블룸버그 수석전략가 비트코인 3년 안에 10만 달러 돌파 가능,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202209190041&t=NN,1
11,비트코인 신봉자 마이클 세일러 비트코인 머지 이후 더 강해져,http://news.mt.co.kr/mtview.php?no=2022091907110834170,0
12,비트코인 2700만 원 중반대 거래美 FOMC 앞두고 약세,https://biz.sbs.co.kr/article_hub/20000080893?division=NAVER,-1
13,이더리움 두달만에 1300달러 붕괴12시간새 코인 시총 74兆 증발,http://www.edaily.co.kr/news/newspath.asp?newsid=02532166632461760,-1
14,속보비트코인 시세 2600만까지 추락 연준 금리 인상 단행할까,https://www.gukjenews.com/news/articleView.html?idxno=2553507,0
15,미 FOMC 눈앞비트코인이더리움 가상화폐 57 급락,https://www.asiatime.co.kr/article/20220919500351,-1
16,비트코인이더리움 낙폭 확대 지금 사도 괜찮나,http://coinreaders.com/45847,0
17,울트라스텝 공포에 코인 시장 휘청이더리움 하루새 8 하락,http://www.edaily.co.kr/news/newspath.asp?newsid=01318566632461760,-1
18,이더리움 머지 성공만년 2등의 반란 대장 비트코인 넘을까,http://news.mt.co.kr/mtview.php?no=2022091916220252700,1
19,속보 비트코인 6 급락 1만9000달러 붕괴,https://www.news1.kr/articles/4806468,-1
20,비트코인 2740만원대 상승이더리움 189만원대,https://www.cstimes.com/news/articleView.html?idxno=512560,1
21,긴축 공포 비트코인 1만달러설 현실화 되나,http://coinreaders.com/45768,-1
22,0755 가상자산 비트코인 美 연준 통화정책회의 주목에 하락세,http://www.shinailbo.co.kr/news/articleView.html?idxno=1599985,0
23,트윗시황 비트코인 풋옵션 증가했다,http://www.coindeskkorea.com/news/articleView.html?idxno=81405,1
24,말말말마이클 세일러 비트코인 에너지 집약도 구글넷플릭스 보다 낮다,http://coinreaders.com/45819,0
25,비트코인 美 금리 오르면 단기 바닥 형성5000달러로 하락 가능성 有,http://coinreaders.com/45820,-1
26,가상화폐 시황 이더리움 9 대폭락비트코인도 35↓,https://daily.hankooki.com/news/articleView.html?idxno=872258,-1
27,뉴욕증시 금주 9월 FOMC 결과에 큰 변동성 촉각비트코인 연일 하락 출근,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202209190005&t=NN,-1
28,오늘의 코인 울트라스텝 공포에 급락하는 시장,http://www.sportsseoul.com/news/read/1160520?ref=naver,-1
29,비트코인 1만9000달러 밑으로이더리움도 하루 만에 10 뚝,http://www.digitaltoday.co.kr/news/articleView.html?idxno=461685,0
30,비트코인 2600만 원대로 밀려 이더리움 병합 영향력 쉽게 안 나타나,https://www.businesspost.co.kr/BP?command=article_view&num=293022,0
31,아주경제 코이너스 브리핑 비트코인 가격 2700만원대 보합세미 FOMC,https://www.ajunews.com/view/20220919063613109,0
