,title,url,label
0,코인 채굴하려 선풍기 종일 틀다 불‥법원 제조사 책임 아냐,https://imnews.imbc.com/news/2022/society/article/6393310_35673.html,0
1,금리 인상 안도랠리 지속비트코인 3100만원 재진입,http://www.newsis.com/view/?id=NISX20220729_0001960804&cID=10401&pID=10400,1
2,비트코인 2만 4천 달러 돌파막판 여름 랠리 기대,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202207290053&t=NN,1
3,비트코인 랠리에 흥분해서는 안되는 까닭은,http://www.opinionnews.co.kr/news/articleView.html?idxno=71158,0
4,비트코인 3천100만원대로 상승이더리움 225만원대,https://www.yna.co.kr/view/AKR20220729071000002?input=1195m,1
5,비트코인 3100만 원대 올라 경기침체는 비트코인에 무의미 분석도,https://www.businesspost.co.kr/BP?command=article_view&num=288366,1
6,비트코인 지금자이언트 스텝 후 안도 랠리3000만원 회복,https://view.asiae.co.kr/article/2022072910553274236,1
7,미 상원 피델리티에 은퇴 자금 비트코인 투자 질책,http://www.g-enews.com/ko-kr/news/article/news_all/202207290944186395c4c55f9b3d_1/article.html,0
8,이효빈 비트코인 트레이더800억 소년 주연,http://www.newsis.com/view/?id=NISX20220729_0001961489&cID=10601&pID=10600,0
9,1년반 만에 가장 뜨거운 이더리움코인 베어마켓랠리 주도,http://www.edaily.co.kr/news/newspath.asp?newsid=01285766632399440,0
10,비트코인 지금자이언트 스텝 후 안도 랠리3000만원 회복,https://view.asiae.co.kr/article/2022072910553274236,1
11,비트코인 말고 원화 채굴 뜬다3고 시대 월급의 재발견 왜 앤츠랩,https://www.joongang.co.kr/article/25090660,0
12,비트코인 다시 3000만원 돌파,https://www.donga.com/news/article/all/20220728/114713941/1,1
13,비트코인 3100만 원대 올라 경기침체는 비트코인에 무의미 분석도,https://www.businesspost.co.kr/BP?command=article_view&num=288366,1
14,FOMC 지나갔다비트코인 타이밍은,http://www.econovill.com/news/articleView.html?idxno=583720,0
15,파도 넘었다비트코인 바닥이 남았다,http://www.econovill.com/news/articleView.html?idxno=583738,-1
16,미 상원 피델리티에 은퇴 자금 비트코인 투자 질책,http://www.g-enews.com/ko-kr/news/article/news_all/202207290944186395c4c55f9b3d_1/article.html,0
17,미국 2분기 GDP 09그래도 비트코인 뛴다,http://www.econovill.com/news/articleView.html?idxno=583764,0
18,코인뉴스 자이언트 스텝에 굴하지 않은 비트코인일시적 반등 가능성,https://www.dailian.co.kr/news/view/1137446/?sc=Naver,1
19,비트코인이더리움 상승 행진암호화폐株 강세,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202207290057&t=NN,1
20,코인 펀드 파산하고 ETF 좌초 2만 달러도 살얼음판비트코인 살아날 수 있,https://www.mk.co.kr/economy/view/2022/668208,0
21,비트코인 3천만 원대 유지 금리 인상 속도 늦춰질 전망에 상승세,https://www.businesspost.co.kr/BP?command=article_view&num=288323,1
